G_NUMBER	NAME_ALT2	GENOME_NAME	NAME_ORIGINAL	NAME_ALT1	N_NUMBER	PATIENT_ID	SEQ_MULTIPLE_LIBRARIES	PROVIDER	SEQ_FACILITY	PATH_ORIGINAL_FASTQS	LIBRARY_ID	PE_SE	DATE_SEQ	STATUS	FLAG_WARNING	WARNINGS	FASTQ_PATH	PATH_MAPPING_OUTPUT_V1	STATUS_MAPPING_V1	PATH_MAPPING_OUTPUT_V2	STATUS_MAPPING_V2	ANNEX_FILES	BIOPROJECT	SAMPLE_ACCESSION	RUN_ACCESSION	LINK_SRA	DATE_ISOLATION	COUNTRY_ISOLATION	COUNTRY_PATIENT_BIRTH	LINEAGE	SUBLINEAGE_GAGNEUX	SUBLINEAGE_COLL	GENOME_BASED_SPOLIGO	CONTACT_PERSON	COMMENTS	isolation_date	FQ.IN	NUMBER.READS	READ.TYPE	LNG	COVERAGE.MEAN	COVERAGE.SD	PERCENTAGE.NOT.COVERED	PERCENTAGE.LESS.5	NUMBER.ALL.VARIANTS	HOMO.SNPS	HET.SNPs	HOMO_HET.RATIO	NUMBER.INDELS	MAPPING.PERCENTAGE	DROPPED.TRIMMOMATIC	MEAN.READ.LENGHT	INSERT.SIZE.MEAN	PERCENTAGE.MTB	PERCENTAGE.NTMS	PERCENTAGE.UNCLASSIFIED	MERGING.OVERLAPPING.READS	LINAGE	LINEAGE_PROC	SUBLINEAGE	DR_STRINGENT_OUT	DR_EXTENDED_OUT	CM_OUT	KDV_OUT	PDM_OUT
G702437	ECF-14-F139	G702437	SAMEA14460588	ERX9334545	NA	NA	NA	Bouke De Jong	downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787269_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787269_2.fastq.gz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SAMEA14460588	ERR9787269	ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/009/ERR9787269/ERR9787269_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/009/ERR9787269/ERR9787269_2.fastq.gz	NA	The Gambia	NA	NA	NA	NA	NA	Etthel Windels	NA	24-03-2014	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787269_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787269_2.fastq.gz	865106	PE	NA	62	19	0.014	0.022	1465	1101	74	0.07	213	99.10%	0.21%	253	741	99.86	0.04	0.07	26.73%	L6 (3/3)	L6	L6.3.1	Susceptible|Susceptible	Susceptible|Susceptible	0	0	0
G702441	ECF-14-F154	G702441	SAMEA14460592	ERX9334549	NA	NA	NA	Bouke De Jong	downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787273_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787273_2.fastq.gz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SAMEA14460592	ERR9787273	ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/003/ERR9787273/ERR9787273_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/003/ERR9787273/ERR9787273_2.fastq.gz	NA	The Gambia	NA	NA	NA	NA	NA	Etthel Windels	NA	07-05-2014	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787273_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787273_2.fastq.gz	744806	PE	NA	49	14	0.014	0.02	1377	1050	61	0.06	193	99.14%	0.11%	253	636	99.88	0.06	0.04	47.66%	L6 (3/3)	L6	L6.1.3	Susceptible|Susceptible	Susceptible|Susceptible	0	0	0
G702442	ECF-14-F155	G702442	SAMEA14460593	ERX9334550	NA	NA	NA	Bouke De Jong	downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787274_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787274_2.fastq.gz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SAMEA14460593	ERR9787274	ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/004/ERR9787274/ERR9787274_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/004/ERR9787274/ERR9787274_2.fastq.gz	NA	The Gambia	NA	NA	NA	NA	NA	Etthel Windels	NA	12-05-2014	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787274_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787274_2.fastq.gz	398823	PE	NA	28	9	0.015	0.024	1401	1057	96	0.09	191	99.16%	0.15%	253	708	99.86	0.07	0.04	39.18%	L6 (3/3)	L6	L6.1.1	Susceptible|Susceptible	Susceptible|Susceptible	0	0	1
G702443	ECF-14-F160	G702443	SAMEA14460594	ERX9334551	NA	NA	NA	Bouke De Jong	downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787275_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787275_2.fastq.gz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SAMEA14460594	ERR9787275	ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/005/ERR9787275/ERR9787275_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/005/ERR9787275/ERR9787275_2.fastq.gz	NA	The Gambia	NA	NA	NA	NA	NA	Etthel Windels	NA	26-05-2014	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787275_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787275_2.fastq.gz	655574	PE	NA	24	7	0.013	0.024	1409	1046	136	0.13	188	96.71%	0.66%	220	398	99.64	0.05	0.28	44.41%	L6 (3/3)	L6	L6.2.2	Susceptible|Susceptible	Susceptible|Susceptible	0	0	0
G702444	ECF-14-F161	G702444	SAMEA14460595	ERX9334552	NA	NA	NA	Bouke De Jong	downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787276_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787276_2.fastq.gz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SAMEA14460595	ERR9787276	ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/006/ERR9787276/ERR9787276_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/006/ERR9787276/ERR9787276_2.fastq.gz	NA	The Gambia	NA	NA	NA	NA	NA	Etthel Windels	NA	10-06-2014	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787276_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787276_2.fastq.gz	563655	PE	NA	22	7	0.015	0.029	1322	998	141	0.14	161	97.28%	0.43%	220	402	99.78	0.03	0.17	51.91%	L6 (3/3)	L6	L6.1.2	Susceptible|Susceptible	Susceptible|Susceptible	0	0	0
G702445	ECF-14-F162	G702445	SAMEA14460596	ERX9334553	NA	NA	NA	Bouke De Jong	downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787277_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787277_2.fastq.gz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SAMEA14460596	ERR9787277	ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/007/ERR9787277/ERR9787277_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/007/ERR9787277/ERR9787277_2.fastq.gz	NA	The Gambia	NA	NA	NA	NA	NA	Etthel Windels	NA	10-06-2014	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787277_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787277_2.fastq.gz	787047	PE	NA	29	9	0.015	0.024	1491	1049	135	0.13	211	96.81%	0.59%	220	406	99.71	0.04	0.22	44.86%	L6 (3/3)	L6	L6.1.3	Susceptible|Susceptible	Susceptible|Susceptible	0	0	0
G702446	ECF-14-F166	G702446	SAMEA14460597	ERX9334554	NA	NA	NA	Bouke De Jong	downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787278_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787278_2.fastq.gz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SAMEA14460597	ERR9787278	ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/008/ERR9787278/ERR9787278_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/008/ERR9787278/ERR9787278_2.fastq.gz	NA	The Gambia	NA	NA	NA	NA	NA	Etthel Windels	NA	23-06-2014	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787278_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787278_2.fastq.gz	2728234	PE	NA	153	42	0.015	0.019	1342	1033	42	0.04	221	98.90%	0.13%	253	606	99.8	0.05	0.05	49.11%	L6 (3/3)	L6	L6.1.3	Susceptible|Susceptible	Susceptible|Susceptible	0	0	1
G702447	ECF-14-F167	G702447	SAMEA14460598	ERX9334555	NA	NA	NA	Bouke De Jong	downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787279_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787279_2.fastq.gz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SAMEA14460598	ERR9787279	ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/009/ERR9787279/ERR9787279_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/009/ERR9787279/ERR9787279_2.fastq.gz	NA	The Gambia	NA	NA	NA	NA	NA	Etthel Windels	NA	26-06-2014	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787279_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787279_2.fastq.gz	3261839	PE	NA	182	50	0.012	0.015	1423	1089	61	0.06	197	99.13%	0.06%	253	626	99.92	0.04	0.03	48.81%	L6 (3/3)	L6	L6.3.1	Susceptible|Susceptible	RIF-Mono|RIF-Mono	0	0	1
G702448	ECF-14-F170	G702448	SAMEA14460599	ERX9334556	NA	NA	NA	Bouke De Jong	downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787280_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787280_2.fastq.gz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SAMEA14460599	ERR9787280	ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/000/ERR9787280/ERR9787280_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/000/ERR9787280/ERR9787280_2.fastq.gz	NA	The Gambia	NA	NA	NA	NA	NA	Etthel Windels	NA	03-07-2014	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787280_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787280_2.fastq.gz	1500211	PE	NA	91	24	0.012	0.017	1440	1060	72	0.07	211	98.99%	0.16%	253	617	99.8	0.04	0.06	47.39%	L6 (3/3)	L6	L6.2.2	Susceptible|Susceptible	Susceptible|Susceptible	0	0	0
G702449	ECF-14-F181	G702449	SAMEA14460600	ERX9334557	NA	NA	NA	Bouke De Jong	downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787281_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787281_2.fastq.gz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SAMEA14460600	ERR9787281	ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/001/ERR9787281/ERR9787281_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/001/ERR9787281/ERR9787281_2.fastq.gz	NA	The Gambia	NA	NA	NA	NA	NA	Etthel Windels	NA	21-07-2014	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787281_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787281_2.fastq.gz	743695	PE	NA	45	14	0.014	0.022	1383	1025	61	0.06	198	98.92%	0.31%	253	781	99.8	0.04	0.08	33.22%	L6 (3/3)	L6	L6.1.2	Susceptible|Susceptible	Susceptible|Susceptible	0	0	0
G702450	ECF-14-F187	G702450	SAMEA14460601	ERX9334558	NA	NA	NA	Bouke De Jong	downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787282_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787282_2.fastq.gz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SAMEA14460601	ERR9787282	ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/002/ERR9787282/ERR9787282_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/002/ERR9787282/ERR9787282_2.fastq.gz	NA	The Gambia	NA	NA	NA	NA	NA	Etthel Windels	NA	06-08-2014	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787282_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787282_2.fastq.gz	1221465	PE	NA	75	20	0.014	0.02	1347	1037	71	0.07	198	99.03%	0.15%	253	602	99.89	0.04	0.04	50.57%	L6 (3/3)	L6	L6.1.3	Susceptible|Susceptible	Susceptible|Susceptible	0	0	0
G702451	ECF-14-F194	G702451	SAMEA14460602	ERX9334559	NA	NA	NA	Bouke De Jong	downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787283_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787283_2.fastq.gz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SAMEA14460602	ERR9787283	ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/003/ERR9787283/ERR9787283_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/003/ERR9787283/ERR9787283_2.fastq.gz	NA	The Gambia	NA	NA	NA	NA	NA	Etthel Windels	NA	20-08-2014	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787283_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787283_2.fastq.gz	822091	PE	NA	50	15	0.016	0.023	1455	1029	84	0.08	220	98.95%	0.25%	253	829	99.74	0.06	0.1	35.48%	L6 (3/3)	L6	L6.1.3	Susceptible|Susceptible	Susceptible|Susceptible	0	0	0
G702453	ECF-14-F209	G702453	SAMEA14460604	ERX9334561	NA	NA	NA	Bouke De Jong	downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787285_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787285_2.fastq.gz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SAMEA14460604	ERR9787285	ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/005/ERR9787285/ERR9787285_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/005/ERR9787285/ERR9787285_2.fastq.gz	NA	The Gambia	NA	NA	NA	NA	NA	Etthel Windels	NA	22-09-2014	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787285_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787285_2.fastq.gz	1515114	PE	NA	84	23	0.014	0.02	2419	1050	76	0.07	759	98.82%	0.05%	258	585	99.9	0.03	0.05	54.23%	L6 (2/3)	L6	L6.1.1	Susceptible|Susceptible	Susceptible|Susceptible	0	0	5
G702454	ECF-14-F213	G702454	SAMEA14460605	ERX9334562	NA	NA	NA	Bouke De Jong	downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787286_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787286_2.fastq.gz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SAMEA14460605	ERR9787286	ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/006/ERR9787286/ERR9787286_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/006/ERR9787286/ERR9787286_2.fastq.gz	NA	The Gambia	NA	NA	NA	NA	NA	Etthel Windels	NA	30-09-2014	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787286_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787286_2.fastq.gz	1023098	PE	NA	65	18	0.016	0.024	2347	1027	97	0.09	645	98.81%	0.06%	258	593	99.9	0.04	0.06	40.02%	L6 (3/3)	L6	L6.1.2	Susceptible|Susceptible	Susceptible|Susceptible	0	0	2
G702455	ECF-14-F228	G702455	SAMEA14460606	ERX9334563	NA	NA	NA	Bouke De Jong	downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787287_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787287_2.fastq.gz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SAMEA14460606	ERR9787287	ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/007/ERR9787287/ERR9787287_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/007/ERR9787287/ERR9787287_2.fastq.gz	NA	The Gambia	NA	NA	NA	NA	NA	Etthel Windels	NA	29-10-2014	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787287_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787287_2.fastq.gz	381135	PE	NA	27	9	0.018	0.031	1481	1014	145	0.14	228	98.84%	0.36%	253	701	99.73	0.05	0.09	24.83%	L6 (3/3)	L6	L6.2.3	Susceptible|Susceptible	Susceptible|Susceptible	0	0	1
G702456	ECF-14-F232	G702456	SAMEA14460607	ERX9334564	NA	NA	NA	Bouke De Jong	downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787288_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787288_2.fastq.gz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SAMEA14460607	ERR9787288	ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/008/ERR9787288/ERR9787288_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/008/ERR9787288/ERR9787288_2.fastq.gz	NA	The Gambia	NA	NA	NA	NA	NA	Etthel Windels	NA	11-11-2014	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787288_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787288_2.fastq.gz	995894	PE	NA	64	18	0.015	0.02	1441	1076	91	0.08	185	99.17%	0.10%	253	624	99.9	0.04	0.04	49.67%	L6 (3/3)	L6	L6.2.3	Susceptible|Susceptible	Susceptible|Susceptible	0	0	0
G702457	ECF-14-F239	G702457	SAMEA14460608	ERX9334565	NA	NA	NA	Bouke De Jong	downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787289_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787289_2.fastq.gz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SAMEA14460608	ERR9787289	ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/009/ERR9787289/ERR9787289_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/009/ERR9787289/ERR9787289_2.fastq.gz	NA	The Gambia	NA	NA	NA	NA	NA	Etthel Windels	NA	17-11-2014	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787289_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787289_2.fastq.gz	1795639	PE	NA	104	33	0.013	0.018	1441	1051	72	0.07	215	98.44%	0.24%	253	678	99.33	0.06	0.35	40.96%	L6 (3/3)	L6	L6.3.2	Susceptible|Susceptible	Susceptible|Susceptible	0	0	0
G702458	ECF-14-H124	G702458	SAMEA14460609	ERX9334566	NA	NA	NA	Bouke De Jong	downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787290_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787290_2.fastq.gz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SAMEA14460609	ERR9787290	ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/000/ERR9787290/ERR9787290_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/000/ERR9787290/ERR9787290_2.fastq.gz	NA	The Gambia	NA	NA	NA	NA	NA	Etthel Windels	NA	13-05-2014	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787290_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787290_2.fastq.gz	1327514	PE	NA	69	20	0.015	0.022	1645	1031	68	0.07	369	98.60%	0.11%	248	493	99.89	0.03	0.07	37.46%	L6 (3/3)	L6	L6.1.3	Susceptible|Susceptible	Susceptible|Susceptible	0	0	3
G702459	ECF-14-H133	G702459	SAMEA14460610	ERX9334567	NA	NA	NA	Bouke De Jong	downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787291_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787291_2.fastq.gz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SAMEA14460610	ERR9787291	ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/001/ERR9787291/ERR9787291_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/001/ERR9787291/ERR9787291_2.fastq.gz	NA	The Gambia	NA	NA	NA	NA	NA	Etthel Windels	NA	18-06-2014	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787291_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787291_2.fastq.gz	999170	PE	NA	62	18	0.015	0.02	1417	1018	80	0.08	204	99.15%	0.08%	253	714	99.87	0.06	0.04	45.97%	L6 (3/3)	L6	L6.1.3	Susceptible|Susceptible	Susceptible|Susceptible	0	0	0
G702460	ECF-14-J136	G702460	SAMEA14460611	ERX9334568	NA	NA	NA	Bouke De Jong	downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787292_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787292_2.fastq.gz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SAMEA14460611	ERR9787292	ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/002/ERR9787292/ERR9787292_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/002/ERR9787292/ERR9787292_2.fastq.gz	NA	The Gambia	NA	NA	NA	NA	NA	Etthel Windels	NA	16-04-2014	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787292_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787292_2.fastq.gz	681484	PE	NA	33	10	0.014	0.021	1546	1046	116	0.11	250	98.12%	0.33%	253	680	99.22	0.07	0.32	43.40%	L6 (3/3)	L6	L6.1.3	Susceptible|Susceptible	Susceptible|Susceptible	0	0	0
G702461	ECF-14-J138	G702461	SAMEA14460612	ERX9334569	NA	NA	NA	Bouke De Jong	downloaded from DB	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787293_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787293_2.fastq.gz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SAMEA14460612	ERR9787293	ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/003/ERR9787293/ERR9787293_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR978/003/ERR9787293/ERR9787293_2.fastq.gz	NA	The Gambia	NA	NA	NA	NA	NA	Etthel Windels	NA	25-04-2014	/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787293_1.fastq.gz;/scicore/data/shared/genomes/tuberculosis/PRJEB53138_DeJong_TheGambia/ERR9787293_2.fastq.gz	476919	PE	NA	30	10	0.016	0.028	1336	1018	91	0.09	174	98.99%	0.29%	253	791	99.82	0.04	0.08	33.89%	L6 (3/3)	L6	L6.1.2	Susceptible|Susceptible	Susceptible|Susceptible	0	0	1
